,Experiment_id,Temperature,Model,Actual_price,Initial_cost,Orientation_price,Configuration,Obs.,Answers,Buyer
1,TU3_3_1_3_1_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,9,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
2,TU3_3_1_3_1_1,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,9,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
3,TU3_3_1_3_1_1,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,9,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
4,TU3_3_1_3_1_1,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,9,42,"['20.00', '20.', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.', '20.00', '20.00', '20.', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
0,TU3_3_1_3_1_2,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,10,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
1,TU3_3_1_3_1_2,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,10,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
2,TU3_3_1_3_1_2,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,10,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
3,TU3_3_1_3_1_2,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,10,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
4,TU3_3_1_3_1_2,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,10,36,"['25.00', '30.00', '25.00', '20.00', '30.00', '20.', '30.00', '20.', '20.00', '30.00', '20.00', '31.42', '30.00', '30.00', '30.00', '25.00', '25.00', '20.00', '20.00', '25.00', '30.00', '20.00', '20.00', '30.00', '20.00', '20.00', '30.00', '20.00', '25.00', '25.00', '20.', '30.00', '20.', '20.', '20.00', '20.00']",stranger
0,TU3_3_1_3_2_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,11,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
1,TU3_3_1_3_2_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,11,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
2,TU3_3_1_3_2_1,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,11,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
3,TU3_3_1_3_2_1,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,11,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
4,TU3_3_1_3_2_1,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,11,37,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
0,TU3_3_1_3_2_2,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,12,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
1,TU3_3_1_3_2_2,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,12,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
2,TU3_3_1_3_2_2,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,12,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
3,TU3_3_1_3_2_2,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,12,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
4,TU3_3_1_3_2_2,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,31.42,12,39,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
0,TU3_3_2_1_1_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,13,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
1,TU3_3_2_1_1_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,13,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
2,TU3_3_2_1_1_1,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,13,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
3,TU3_3_2_1_1_1,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,13,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
4,TU3_3_2_1_1_1,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,13,48,"['75', '75', '75', '75', '75', '75', '75', '75', '80', '75', '75', '75', '75', '80', '75', '75', '80', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '80', '75', '75', '75', '75', '75', '75', '75', '75', '80', '75', '75', '80', '75', '80', '75', '75', '75', '75', '75']",friend
0,TU3_3_2_1_1_2,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,14,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",stranger
1,TU3_3_2_1_1_2,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,14,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",stranger
2,TU3_3_2_1_1_2,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,14,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",stranger
3,TU3_3_2_1_1_2,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,14,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",stranger
4,TU3_3_2_1_1_2,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,50,14,44,"['100', '100', '75', '75', '75', '75', '75', '75', '75', '100', '75', '75', '100', '75', '100', '75', '75', '100', '75', '75', '100', '100', '75', '75', '75', '75', '75', '75', '75', '75', '100', '75', '75', '75', '75', '100', '100', '75', '100', '75', '75', '75', '75', '75']",stranger
0,TU3_3_2_1_2_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,15,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
1,TU3_3_2_1_2_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,15,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
2,TU3_3_2_1_2_1,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,15,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
3,TU3_3_2_1_2_1,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,15,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
4,TU3_3_2_1_2_1,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,15,49,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
0,TU3_3_2_1_2_2,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,16,50,"['125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125']",stranger
1,TU3_3_2_1_2_2,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,16,50,"['125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125']",stranger
2,TU3_3_2_1_2_2,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,16,50,"['125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125']",stranger
3,TU3_3_2_1_2_2,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,16,50,"['125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125']",stranger
4,TU3_3_2_1_2_2,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,0,100,16,43,"['125', '75', '75', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '125', '75', '125', '125', '125', '125', '125', '75', '125', '125', '125', '125', '125', '125', '75', '125', '125', '125', '125', '75', '75']",stranger
0,TU3_3_2_2_1_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,17,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
1,TU3_3_2_2_1_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,17,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
2,TU3_3_2_2_1_1,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,17,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
3,TU3_3_2_2_1_1,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,17,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
4,TU3_3_2_2_1_1,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,17,47,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
0,TU3_3_2_2_1_2,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,18,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",stranger
1,TU3_3_2_2_1_2,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,18,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",stranger
2,TU3_3_2_2_1_2,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,18,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",stranger
3,TU3_3_2_2_1_2,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,18,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",stranger
4,TU3_3_2_2_1_2,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,50,18,46,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '100', '75', '75', '75', '75', '75', '75', '75', '75', '75', '100']",stranger
0,TU3_3_2_2_2_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,100,19,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
1,TU3_3_2_2_2_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,50,50,100,19,50,"['75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75', '75']",friend
