,Experiment_id,Temperature,Model,Actual_price,Initial_cost,Orientation_price,Configuration,Obs.,Answers,Buyer
3,TU3_2_2_1_1_2,1.5,gpt-4-1106-preview,50,0,50,14,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
4,TU3_2_2_1_1_2,2.0,gpt-4-1106-preview,50,0,50,14,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
0,TU3_2_2_1_2_1,0.01,gpt-4-1106-preview,50,0,100,15,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",friend
1,TU3_2_2_1_2_1,0.5,gpt-4-1106-preview,50,0,100,15,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",friend
2,TU3_2_2_1_2_1,1.0,gpt-4-1106-preview,50,0,100,15,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",friend
3,TU3_2_2_1_2_1,1.5,gpt-4-1106-preview,50,0,100,15,50,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",friend
4,TU3_2_2_1_2_1,2.0,gpt-4-1106-preview,50,0,100,15,49,"['0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '50', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0']",friend
0,TU3_2_2_1_2_2,0.01,gpt-4-1106-preview,50,0,100,16,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
1,TU3_2_2_1_2_2,0.5,gpt-4-1106-preview,50,0,100,16,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
2,TU3_2_2_1_2_2,1.0,gpt-4-1106-preview,50,0,100,16,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
3,TU3_2_2_1_2_2,1.5,gpt-4-1106-preview,50,0,100,16,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
4,TU3_2_2_1_2_2,2.0,gpt-4-1106-preview,50,0,100,16,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
0,TU3_2_2_2_1_1,0.01,gpt-4-1106-preview,50,50,50,17,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
1,TU3_2_2_2_1_1,0.5,gpt-4-1106-preview,50,50,50,17,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
2,TU3_2_2_2_1_1,1.0,gpt-4-1106-preview,50,50,50,17,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
3,TU3_2_2_2_1_1,1.5,gpt-4-1106-preview,50,50,50,17,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
4,TU3_2_2_2_1_1,2.0,gpt-4-1106-preview,50,50,50,17,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
0,TU3_2_2_2_1_2,0.01,gpt-4-1106-preview,50,50,50,18,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
1,TU3_2_2_2_1_2,0.5,gpt-4-1106-preview,50,50,50,18,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
2,TU3_2_2_2_1_2,1.0,gpt-4-1106-preview,50,50,50,18,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
3,TU3_2_2_2_1_2,1.5,gpt-4-1106-preview,50,50,50,18,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
4,TU3_2_2_2_1_2,2.0,gpt-4-1106-preview,50,50,50,18,49,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
0,TU3_2_2_2_2_1,0.01,gpt-4-1106-preview,50,50,100,19,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
1,TU3_2_2_2_2_1,0.5,gpt-4-1106-preview,50,50,100,19,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
2,TU3_2_2_2_2_1,1.0,gpt-4-1106-preview,50,50,100,19,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
3,TU3_2_2_2_2_1,1.5,gpt-4-1106-preview,50,50,100,19,50,"['50', '50', '50', '50', '50', '50', '50', '50', '100', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
4,TU3_2_2_2_2_1,2.0,gpt-4-1106-preview,50,50,100,19,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
0,TU3_2_2_2_2_2,0.01,gpt-4-1106-preview,50,50,100,20,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
1,TU3_2_2_2_2_2,0.5,gpt-4-1106-preview,50,50,100,20,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
2,TU3_2_2_2_2_2,1.0,gpt-4-1106-preview,50,50,100,20,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
3,TU3_2_2_2_2_2,1.5,gpt-4-1106-preview,50,50,100,20,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
4,TU3_2_2_2_2_2,2.0,gpt-4-1106-preview,50,50,100,20,49,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
0,TU3_2_2_3_1_1,0.01,gpt-4-1106-preview,50,100,50,21,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
1,TU3_2_2_3_1_1,0.5,gpt-4-1106-preview,50,100,50,21,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
2,TU3_2_2_3_1_1,1.0,gpt-4-1106-preview,50,100,50,21,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '100', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
3,TU3_2_2_3_1_1,1.5,gpt-4-1106-preview,50,100,50,21,50,"['50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
4,TU3_2_2_3_1_1,2.0,gpt-4-1106-preview,50,100,50,21,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50']",friend
0,TU3_2_2_3_1_2,0.01,gpt-4-1106-preview,50,100,50,22,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
1,TU3_2_2_3_1_2,0.5,gpt-4-1106-preview,50,100,50,22,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50', '100', '100', '100', '50', '100', '100', '100', '100', '100', '50', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
2,TU3_2_2_3_1_2,1.0,gpt-4-1106-preview,50,100,50,22,50,"['100', '100', '100', '100', '50', '100', '100', '50', '100', '100', '100', '100', '50', '100', '50', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50', '100', '100', '50', '100', '50', '50', '100', '50', '50', '100', '100']",stranger
3,TU3_2_2_3_1_2,1.5,gpt-4-1106-preview,50,100,50,22,50,"['50', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '50', '100', '100', '100', '50', '100', '100', '100', '100', '100', '100', '100', '50', '100', '100', '100', '100', '100', '100', '50', '100', '100', '100', '100', '50', '100', '50', '100', '50', '100', '100', '100', '100', '100', '100', '50', '100']",stranger
4,TU3_2_2_3_1_2,2.0,gpt-4-1106-preview,50,100,50,22,49,"['100', '100', '50', '50', '100', '100', '100', '100', '50', '50', '100', '100', '50', '100', '100', '100', '50', '100', '100', '100', '50', '100', '100', '100', '100', '100', '100', '50', '100', '100', '50', '100', '100', '100', '50', '100', '100', '100', '100', '50', '100', '50', '100', '100', '100', '100', '50', '50', '50']",stranger
0,TU3_2_2_3_2_1,0.01,gpt-4-1106-preview,50,100,100,23,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
1,TU3_2_2_3_2_1,0.5,gpt-4-1106-preview,50,100,100,23,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
2,TU3_2_2_3_2_1,1.0,gpt-4-1106-preview,50,100,100,23,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
3,TU3_2_2_3_2_1,1.5,gpt-4-1106-preview,50,100,100,23,50,"['50', '50', '50', '0', '50', '50', '50', '50', '50', '100', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '100', '50', '100', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50']",friend
4,TU3_2_2_3_2_1,2.0,gpt-4-1106-preview,50,100,100,23,50,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '100', '100', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
0,TU3_2_2_3_2_2,0.01,gpt-4-1106-preview,50,100,100,24,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
1,TU3_2_2_3_2_2,0.5,gpt-4-1106-preview,50,100,100,24,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
2,TU3_2_2_3_2_2,1.0,gpt-4-1106-preview,50,100,100,24,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
3,TU3_2_2_3_2_2,1.5,gpt-4-1106-preview,50,100,100,24,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
4,TU3_2_2_3_2_2,2.0,gpt-4-1106-preview,50,100,100,24,50,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
