Experiment_id,Temperature,Model,Actual_price,Initial_cost,Orientation_price,Configuration,Obs.,Answers,Buyer
TU3_1_1_3_1_1,1.0,gpt-3.5-turbo,15.71,31.42,15.71,9,100,"['15', '15', '31', '15', '15', '15', '31', '15', '15', '15', '15', '31', '31', '15', '15', '31', '15', '31', '15', '15', '15', '15', '15', '15', '31', '15', '20', '15', '31', '15', '15', '15', '15', '15', '31', '15', '31', '15', '15', '15', '15', '31', '15', '15', '31', '15', '31', '15', '15', '15', '15', '20', '15', '15', '15', '31', '31', '31', '20', '15', '15', '31', '15', '15', '10', '31', '0', '15', '15', '15', '15', '15', '15', '15', '31', '15', '7', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15']",friend
TU3_1_1_3_1_1,1.5,gpt-3.5-turbo,15.71,31.42,15.71,9,98,"['31', '15', '15', '15', '31', '15', '15', '15', '25', '15', '15', '15', '40', '15', '15', '31', '0', '0', '20', '31', '20', '26', '23', '15', '15', '31', '31', '15', '15', '15', '23', '31', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '25', '15', '15', '7', '15', '15', '15', '15', '15', '31', '15', '20', '15', '15', '15', '15', '15', '31', '15', '15', '26', '7', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '31', '15', '31', '31', '15', '12', '15', '15', '15', '15', '25', '31', '15', '31', '15', '31', '15', '0', '15', '31', '15', '15', '15', '31']",friend
TU3_1_1_3_1_1,2.0,gpt-3.5-turbo,15.71,31.42,15.71,9,79,"['15', '23', '15', '14', '31', '31', '11', '26', '15', '15', '21', '20', '31', '18', '5', '15', '15', '15', '10', '23', '15', '40', '15', '15', '15', '25', '15', '20', '200', '0', '5', '48', '15', '15', '14', '31', '26', '7', '31', '15', '40', '15', '15', '15', '15', '12', '31', '31', '15', '15', '31', '31', '15', '15', '15', '15', '15', '5', '15', '20', '15', '31', '31', '15', '15', '31', '7', '23', '22', '31', '15', '15', '0', '15', '15', '15', '31', '20', '31']",friend
TU3_1_1_3_1_2,0.01,gpt-3.5-turbo,15.71,31.42,15.71,10,100,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_3_1_2,0.5,gpt-3.5-turbo,15.71,31.42,15.71,10,100,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_3_1_2,1.0,gpt-3.5-turbo,15.71,31.42,15.71,10,100,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '15', '31', '31', '31', '31', '31', '47', '31', '31', '31', '31', '31', '31', '31', '20', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '25', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '20', '15', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_3_1_2,1.5,gpt-3.5-turbo,15.71,31.42,15.71,10,97,"['31', '31', '20', '26', '17', '31', '31', '31', '18', '31', '31', '31', '31', '31', '25', '30', '31', '31', '15', '31', '31', '25', '27', '31', '31', '27', '31', '21', '28', '31', '31', '26', '31', '31', '31', '31', '20', '31', '31', '31', '31', '31', '25', '31', '31', '31', '31', '5', '31', '16', '31', '31', '31', '31', '31', '31', '31', '31', '15', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '62', '31', '31', '31', '23', '31', '31', '31', '40', '31', '20', '31', '22', '25', '31', '20', '31', '31', '40', '31', '22', '20', '31', '25', '31', '31', '31', '31']",stranger
TU3_1_1_3_1_2,2.0,gpt-3.5-turbo,15.71,31.42,15.71,10,75,"['46', '25', '22', '20', '50', '20', '35', '25', '31', '10', '20', '31', '31', '25', '25', '25', '31', '62', '31', '31', '35', '20', '40', '31', '24', '65', '31', '29', '25', '31', '26', '54', '31', '31', '31', '31', '31', '25', '31', '31', '31', '31', '30', '31', '47', '26', '61', '25', '25', '30', '31', '31', '23', '26', '31', '26', '31', '22', '25', '31', '31', '50', '17', '43', '31', '31', '15', '31', '31', '51', '37', '31', '35', '20', '67']",stranger
TU3_1_1_3_2_1,0.01,gpt-3.5-turbo,15.71,31.42,31.42,11,100,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '31', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '31', '15', '15', '15', '15', '15']",friend
TU3_1_1_3_2_1,0.5,gpt-3.5-turbo,15.71,31.42,31.42,11,100,"['15', '15', '15', '15', '15', '15', '15', '31', '31', '15', '15', '15', '31', '15', '15', '15', '15', '31', '31', '15', '15', '15', '31', '15', '15', '15', '15', '15', '31', '15', '15', '31', '15', '15', '31', '31', '31', '15', '15', '15', '31', '31', '15', '15', '15', '15', '15', '31', '31', '15', '15', '15', '15', '31', '15', '31', '15', '15', '15', '31', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '31', '31', '31', '31', '31', '15', '15', '15', '15', '15', '15']",friend
TU3_1_1_3_2_1,1.0,gpt-3.5-turbo,15.71,31.42,31.42,11,100,"['31', '15', '31', '31', '15', '31', '15', '31', '31', '15', '31', '31', '31', '31', '15', '31', '15', '15', '15', '31', '15', '31', '31', '31', '15', '31', '15', '15', '31', '31', '31', '15', '31', '31', '31', '15', '15', '15', '15', '31', '15', '15', '31', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '0', '31', '15', '20', '31', '31', '15', '31', '31', '15', '31', '31', '31', '15', '15', '15', '31', '22', '15', '31', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '31', '15', '31', '15', '15', '15', '31', '31', '31', '31', '15', '31', '31', '31']",friend
TU3_1_1_3_2_1,1.5,gpt-3.5-turbo,15.71,31.42,31.42,11,98,"['15', '28', '15', '31', '15', '15', '1', '31', '15', '15', '15', '15', '31', '31', '15', '15', '31', '15', '20', '15', '31', '31', '15', '31', '15', '31', '31', '31', '15', '15', '15', '15', '31', '31', '15', '15', '15', '31', '15', '15', '31', '31', '15', '31', '15', '31', '15', '25', '15', '15', '15', '20', '15', '0', '20', '31', '15', '15', '31', '31', '31', '31', '15', '0', '0', '10', '15', '15', '31', '31', '15', '31', '15', '31', '15', '15', '31', '15', '31', '31', '15', '25', '31', '15', '31', '31', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
TU3_1_1_3_2_1,2.0,gpt-3.5-turbo,15.71,31.42,31.42,11,67,"['31', '15', '31', '29', '31', '31', '15', '31', '15', '15', '15', '20', '31', '0', '0', '18', '31', '22', '18', '21', '15', '31', '15', '31', '15', '15', '15', '15', '31', '15', '23', '0', '23', '31', '42', '15', '15', '27', '7', '15', '15', '31', '15', '0', '15', '31', '15', '31', '20', '15', '25', '31', '31', '24', '15', '20', '31', '31', '15', '31', '15', '15', '25', '31', '15', '15', '31']",friend
TU3_1_1_3_2_2,0.01,gpt-3.5-turbo,15.71,31.42,31.42,12,100,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_3_2_2,0.5,gpt-3.5-turbo,15.71,31.42,31.42,12,100,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_3_2_2,1.0,gpt-3.5-turbo,15.71,31.42,31.42,12,99,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '62', '50', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_3_2_2,1.5,gpt-3.5-turbo,15.71,31.42,31.42,12,93,"['31', '31', '31', '31', '31', '31', '60', '37', '31', '31', '41', '31', '31', '31', '43', '31', '31', '31', '47', '31', '31', '31', '31', '31', '31', '31', '31', '63', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '46', '31', '23', '31', '31', '31', '31', '31', '31', '31', '47', '62', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '47', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '45']",stranger
TU3_1_1_3_2_2,2.0,gpt-3.5-turbo,15.71,31.42,31.42,12,64,"['31', '31', '31', '62', '22', '31', '42', '121', '31', '31', '62', '31', '31', '31', '62', '55', '31', '31', '31', '15', '31', '31', '31', '31', '31', '31', '47', '31', '31', '31', '31', '31', '31', '31', '31', '46', '31', '32', '31', '31', '31', '31', '31', '31', '31', '31', '105', '27', '20', '45', '46', '31', '63', '31', '12', '31', '31', '31', '55', '31', '31', '63', '31', '31']",stranger
TU3_1_2_1_1_1,0.01,gpt-3.5-turbo,50.0,0.0,50.0,13,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_1_1_1,0.5,gpt-3.5-turbo,50.0,0.0,50.0,13,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_1_1_1,1.0,gpt-3.5-turbo,50.0,0.0,50.0,13,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '40', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_1_1_1,1.5,gpt-3.5-turbo,50.0,0.0,50.0,13,97,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '45', '50', '50', '60', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '49', '50', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_1_1_1,2.0,gpt-3.5-turbo,50.0,0.0,50.0,13,80,"['70', '50', '50', '70', '50', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '45', '50', '50', '50', '50', '50', '75', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '33', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '30', '50', '50', '50', '50', '50', '50', '50', '50', '50', '25', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_1_1_2,0.01,gpt-3.5-turbo,50.0,0.0,50.0,14,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
TU3_1_2_1_1_2,0.5,gpt-3.5-turbo,50.0,0.0,50.0,14,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '60', '50', '50', '50', '50', '50', '50', '50', '100', '50', '50', '50', '50', '50', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '60', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",stranger
TU3_1_2_1_1_2,1.0,gpt-3.5-turbo,50.0,0.0,50.0,14,100,"['50', '50', '75', '50', '75', '50', '75', '60', '50', '75', '50', '50', '50', '50', '75', '60', '50', '100', '50', '75', '60', '50', '50', '60', '50', '75', '75', '50', '75', '50', '70', '70', '90', '50', '50', '60', '50', '50', '60', '50', '60', '50', '50', '75', '50', '50', '50', '100', '50', '50', '100', '75', '50', '50', '50', '50', '50', '50', '50', '50', '65', '80', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '50', '50', '75', '50', '75', '75', '50', '50', '75', '60', '60', '80', '100', '50', '100', '60', '50', '50', '70', '50', '50', '60', '50']",stranger
TU3_1_2_1_1_2,1.5,gpt-3.5-turbo,50.0,0.0,50.0,14,98,"['40', '75', '100', '50', '75', '70', '50', '70', '50', '50', '100', '50', '100', '50', '75', '50', '50', '50', '50', '75', '75', '100', '50', '75', '20', '50', '100', '100', '100', '70', '50', '100', '50', '50', '100', '75', '50', '50', '50', '60', '50', '60', '70', '50', '70', '60', '60', '75', '80', '75', '75', '100', '50', '60', '50', '70', '100', '50', '50', '60', '50', '50', '50', '50', '100', '60', '70', '65', '50', '70', '75', '60', '75', '50', '50', '50', '75', '60', '80', '50', '70', '50', '50', '70', '100', '70', '50', '80', '50', '50', '50', '80', '75', '50', '100', '100', '75', '60']",stranger
TU3_1_2_1_1_2,2.0,gpt-3.5-turbo,50.0,0.0,50.0,14,68,"['75', '100', '60', '300', '100', '60', '50', '50', '50', '50', '100', '50', '80', '75', '70', '65', '100', '75', '75', '75', '70', '100', '200', '58', '60', '85', '450', '50', '55', '50', '100', '100', '70', '50', '70', '50', '100', '50', '007', '65', '50', '50', '50', '55', '75', '60', '50', '100', '100', '50', '50', '100', '100', '50', '100', '50', '100', '70', '50', '75', '50', '75', '70', '50', '70', '70', '100', '75']",stranger
TU3_1_2_1_2_1,0.01,gpt-3.5-turbo,50.0,0.0,100.0,15,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_1_2_1,0.5,gpt-3.5-turbo,50.0,0.0,100.0,15,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_1_2_1,1.0,gpt-3.5-turbo,50.0,0.0,100.0,15,100,"['50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '50', '50', '50', '75', '50', '50', '50', '80', '50', '50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '50', '75', '50', '75', '70', '50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '50', '50', '50', '50', '70', '50', '50', '50', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '75', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '70', '50', '50', '50', '50', '50', '50', '75', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_1_2_1,1.5,gpt-3.5-turbo,50.0,0.0,100.0,15,99,"['50', '75', '100', '50', '100', '80', '50', '50', '75', '50', '60', '50', '50', '50', '75', '50', '75', '75', '50', '50', '50', '60', '50', '50', '50', '70', '80', '60', '50', '50', '50', '50', '50', '55', '50', '75', '50', '50', '75', '50', '50', '75', '75', '50', '80', '50', '50', '50', '50', '50', '75', '50', '50', '50', '60', '50', '50', '50', '50', '50', '90', '50', '50', '60', '40', '60', '60', '50', '50', '75', '50', '50', '50', '75', '50', '75', '70', '75', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '75', '75', '50', '50', '50', '50', '50', '50', '80', '50']",friend
TU3_1_2_1_2_1,2.0,gpt-3.5-turbo,50.0,0.0,100.0,15,89,"['50', '50', '50', '50', '60', '50', '75', '50', '50', '50', '75', '50', '50', '50', '50', '0', '75', '70', '0', '50', '60', '100', '80', '50', '50', '50', '50', '7', '75', '75', '50', '75', '100', '60', '50', '50', '50', '75', '50', '70', '50', '85', '200', '75', '50', '25', '50', '50', '50', '70', '50', '60', '50', '50', '100', '95', '50', '75', '50', '60', '70', '50', '50', '30', '150', '50', '50', '50', '50', '75', '90', '50', '50', '50', '50', '50', '100', '70', '50', '70', '50', '10', '50', '50', '50', '50', '80', '50', '25']",friend
TU3_1_2_1_2_2,0.01,gpt-3.5-turbo,50.0,0.0,100.0,16,100,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
TU3_1_2_1_2_2,0.5,gpt-3.5-turbo,50.0,0.0,100.0,16,100,"['100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
TU3_1_2_1_2_2,1.0,gpt-3.5-turbo,50.0,0.0,100.0,16,100,"['100', '75', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '75', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '75', '100', '100', '100', '100', '100', '100', '80', '100', '100', '100', '80', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '75', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '100', '75', '100', '100', '100', '100', '100', '100', '75', '90', '100', '100', '100', '75', '100', '100', '100', '100', '100', '100', '100', '100']",stranger
TU3_1_2_1_2_2,1.5,gpt-3.5-turbo,50.0,0.0,100.0,16,96,"['95', '70', '75', '90', '75', '80', '75', '75', '100', '100', '75', '100', '100', '100', '100', '75', '100', '75', '100', '100', '100', '100', '100', '100', '100', '90', '100', '100', '80', '90', '100', '100', '80', '100', '80', '90', '100', '100', '100', '100', '100', '100', '70', '100', '90', '80', '100', '100', '75', '100', '100', '200', '100', '100', '100', '100', '100', '100', '100', '100', '90', '100', '100', '100', '100', '75', '100', '100', '100', '100', '100', '100', '100', '75', '100', '85', '75', '100', '90', '100', '75', '100', '75', '100', '75', '100', '100', '100', '75', '100', '75', '100', '75', '90', '100', '100']",stranger
TU3_1_2_1_2_2,2.0,gpt-3.5-turbo,50.0,0.0,100.0,16,78,"['75', '80', '100', '90', '100', '80', '50', '70', '75', '70', '80', '100', '100', '75', '100', '90', '90', '100', '85', '100', '80', '100', '80', '100', '100', '100', '100', '200', '100', '45', '100', '100', '75', '100', '90', '115', '100', '80', '100', '75', '100', '100', '100', '100', '100', '100', '100', '100', '100', '95', '100', '70', '100', '80', '100', '150', '100', '100', '75', '60', '100', '100', '100', '100', '100', '80', '95', '80', '60', '100', '110', '100', '100', '90', '00', '100', '100', '175']",stranger
TU3_1_2_2_1_1,0.01,gpt-3.5-turbo,50.0,50.0,50.0,17,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_2_1_1,0.5,gpt-3.5-turbo,50.0,50.0,50.0,17,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",friend
TU3_1_2_2_1_1,1.0,gpt-3.5-turbo,50.0,50.0,50.0,17,100,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '0', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '50', '20']",friend
